property_id,assessor_parcel_id,pin,site_address,zip_code,council_district,community_plan_area,neighborhood_council,base_zoning,base_zoning_description,full_zoning_code,general_plan_land_use,specific_plan_area,overlay_count,lot_size_sqft,building_size_sqft,year_built,number_of_units,use_code,assessed_land_value,assessed_improvement_value,total_assessed_value,toc_eligible,opportunity_zone,high_quality_transit,residential_market_area,commercial_market_area,methane_zone,flood_zone,fault_zone,rent_stabilization,housing_replacement_required,data_completeness_score
518,6054-035-002,091-5A201 305,404 W 102ND ST,90003,CD 8 - Marqueece Harris-Dawson,South Los Angeles,Empowerment Congress Southeast,R2,Two Family Residential,R2-1,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,5400.3,2300.0,2008.0,2.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",408000.0,278876.0,686876.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 6054035002],Yes,93.8
519,5302-027-001,144A231 31,4560 E EDISON ST,90032,CD 14 - Ysabel Jurado,Northeast Los Angeles,LA32,[Q]RD3-1D-HCR,,[Q]RD3-1D-HCR,Low Medium I Residential,,0,7546.8,1073.0,1924.0,1.0,1210 - Commercial - Store Combination - Store and Residential Combination - One Story,188333.0,15952.0,204285.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 5302027001],Yes,87.5
520,5515-024-008,138B189 944,113 N GOWER ST,90004,CD 13 - Hugo Soto-Martinez,Wilshire,Greater Wilshire,R1,Single Family Residential,R1-1-HPOZ,Low II Residential,,1,5760.0,416.0,1923.0,1.0,Not Available,1080941.0,309398.0,1390339.0,True,Not Eligible,Yes,Medium-High,High,Methane Buffer Zone,Outside Flood Zone,,Yes [APN: 5515024008],,90.6
521,5104-023-031,108B209 1072,1243 E 57TH ST,90011,CD 9 - Curren D. Price Jr.,Southeast Los Angeles,Central Alameda,R2,Two Family Residential,R2-1-CPIO,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,3,5391.0,1930.0,1908.0,2.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",259782.0,290025.0,549807.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,Yes [APN: 5104023031],Yes,93.8
522,7460-019-013,009B193 37,1217 W 22ND ST,90731,CD 15 - Tim McOsker,San Pedro,Coastal San Pedro,R2,Two Family Residential,R2-1XL,Low Medium I Residential,,0,5398.7,1800.0,1924.0,3.0,0300 - Residential - Three Units (Any Combination) - 4 Stories or Less,276464.0,250000.0,526464.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,Yes [APN: 7460019013],,87.5
523,5174-024-021,129A221 117,109 N BOYLE AVE,90033,CD 14 - Ysabel Jurado,Boyle Heights,Boyle Heights,[Q]C2-1-RIO-CUGU,,[Q]C2-1-RIO-CUGU,Low Medium II Residential,,1,6042.9,2139.0,1935.0,1.0,1100 - Commercial - Store - One Story,118043.0,360810.0,478853.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 5174024021],Yes,87.5
524,5535-036-019,141B193 414,736 N KINGSLEY DR,90029,CD 13 - Hugo Soto-Martinez,Hollywood,Hollywood Studio District,RD1,,RD1.5-1XL,Low Medium II Residential,,0,7312.0,6698.0,1966.0,9.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,317293.0,284014.0,601307.0,True,Not Eligible,Yes,Medium-High,High,,Outside Flood Zone,,Yes [APN: 5535036019],,84.4
526,7442-009-019,027B193 90,2234 N AMELIA AVE,90731,CD 15 - Tim McOsker,San Pedro,Northwest San Pedro,R1,Single Family Residential,R1-1XL,Low II Residential,,0,8308.3,2901.0,1962.0,1.0,0100 - Residential - Single Family Residence,503235.0,137577.0,640812.0,False,Not Eligible,,Low,Medium,,Outside Flood Zone,,No [APN: 7442009019],,84.4
527,2248-020-023,171B153 331,14216 W WEDDINGTON ST,91401,CD 4 - Nithya Raman,Van Nuys - North Sherman Oaks,Sherman Oaks,R1,Single Family Residential,R1-1,Low Residential,,0,4718.1,7976.0,1962.0,4.0,0501 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less - Pool,338457.0,906199.0,1244656.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,Yes [APN: 2248020023],,87.5
528,5174-024-042,129A219 32,1542 3/4 E PLEASANT AVE,90033,CD 14 - Ysabel Jurado,Boyle Heights,Boyle Heights,R3,Multiple Family Residential,R3-1-RIO-CUGU,Medium Residential,,1,6466.7,4428.0,1918.0,14.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,82853.0,520200.0,603053.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,Yes [APN: 5174024042],,87.5
529,2701-061-014,219B113 274,20278 W VIA SANSOVINO,91326,CD 12 - John Lee,Chatsworth - Porter Ranch,Porter Ranch,RE,Residential Estate,RE11-1-H,Very Low II Residential,,0,11807.5,5448.0,2005.0,1.0,010D - Residential - Single Family Residence - Planned Unit Development (PUD),453000.0,1660675.0,2113675.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2701061014],,84.4
530,5081-003-006,129B189 215,1103 1/2 S BRONSON AVE,90019,CD 10 - Heather Hutt,Wilshire,Olympic Park,R3,Multiple Family Residential,R3-1-O-HPOZ,Medium Residential,,2,7772.3,3856.0,1948.0,4.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,1764258.0,826915.0,2591173.0,True,Not Eligible,Yes,Medium-High,High,Methane Buffer Zone,100 Yr - Zone AO,,Yes [APN: 5081003006],Yes,93.8
531,2249-015-024,174B149 1162,14713 W CUMPSTON ST,91411,CD 4 - Nithya Raman,Van Nuys - North Sherman Oaks,Sherman Oaks,R1,Single Family Residential,R1-1,Low Residential,,0,5474.9,1353.0,1960.0,1.0,0100 - Residential - Single Family Residence,33151.0,67089.0,100240.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2249015024],,87.5
533,2506-023-017,222B149 352,13034 N WOODCOCK AVE,91342,CD 7 - Monica Rodriguez,Sylmar,Sylmar,R1,Single Family Residential,R1-1,Low II Residential,,0,6749.5,1326.0,1952.0,1.0,0100 - Residential - Single Family Residence,337518.0,176361.0,513879.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2506023017],,84.4
534,2695-022-023,207B133 1017,10414 N WISH AVE,91344,CD 12 - John Lee,Granada Hills - Knollwood,Granada Hills South,RS-1,,RS-1,Low I Residential,,0,7502.5,1650.0,1962.0,1.0,0100 - Residential - Single Family Residence,129766.0,130164.0,259930.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2695022023],,81.2
535,4221-002-026,108B161 285,12039 W WAGNER ST,90230,CD 11 - Traci Park,Palms - Mar Vista - Del Rey,Del Rey,R1,Single Family Residential,R1-1,Low Residential,LOS ANGELES COASTAL TRANSPORTATION CORRIDOR,2,5399.8,672.0,2022.0,1.0,Not Available,439065.0,324272.0,763337.0,False,Not Eligible,Yes,High,High,,Outside Flood Zone,,No [APN: 4221002026],,90.6
536,5462-019-019,151-5A219 84,3732 N RICHARDSON DR,90065,CD 1 - Eunisses Hernandez,Northeast Los Angeles,Glassell Park,RE,Residential Estate,RE20-1-HCR,Very Low Residential,MOUNT WASHINGTON - GLASSELL PARK,2,4442.0,,,,010V - Residential - Single Family Residence - Vacant Land,14757.0,0.0,14757.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 5462019019],,78.1
537,2501-025-016,225B145 399,13180 N NORRIS AVE,91342,CD 7 - Monica Rodriguez,Sylmar,Sylmar,RS-1,,RS-1,Low I Residential,,0,8634.7,1512.0,1957.0,1.0,0100 - Residential - Single Family Residence,68604.0,71479.0,140083.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2501025016],,81.2
538,4240-017-058,111B145 938,705 3/4 E SUNSET AVE,90291,CD 11 - Traci Park,Venice,Venice,RD1,,RD1.5-1,Low Medium II Residential,VENICE COASTAL ZONE,2,5791.8,1081.0,1945.0,1.0,0400 - Residential - Four Units (Any Combination) - 4 Stories or Less,2314890.0,1300000.0,3614890.0,True,Not Eligible,Yes,High,High,,Outside Flood Zone,,No [APN: 4240017058],,87.5
539,6004-020-045,105B201 1161,6317 S FIGUEROA ST,90003,CD 8 - Marqueece Harris-Dawson,South Los Angeles,,C2,General Commercial,C2-1VL-CPIO,Neighborhood Commercial,SOUTH LOS ANGELES ALCOHOL SALES,3,6004.8,8950.0,1960.0,0.0,1700 - Commercial - Office Building - One Story,1061208.0,406201.0,1467409.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 6004020045],Yes,90.6
540,2031-004-051,186B085 141,24659 W GARDENSTONE LN,91307,CD 12 - John Lee,Canoga Park - Winnetka - Woodland Hills - West Hills,West Hills,RE,Residential Estate,RE11-1,Very Low Residential,,0,7520.7,2047.0,1985.0,1.0,0104 - Residential - Single Family Residence - Therapy Pool (Spa),509500.0,285645.0,795145.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2031004051],,84.4
541,7425-007-003,033B209 701,1060 N MCFARLAND AVE,90744,CD 15 - Tim McOsker,Wilmington - Harbor City,Wilmington,R1,Single Family Residential,R1-1XL-O-CUGU,Low Residential,,1,6375.8,2626.0,1921.0,1.0,0100 - Residential - Single Family Residence,18575.0,280908.0,299483.0,True,Not Eligible,Yes,Low,Low,Methane Zone,Outside Flood Zone,,No [APN: 7425007003],,90.6
543,4423-028-030,126B129 41,878 N FISKE ST,90272,CD 11 - Traci Park,Brentwood - Pacific Palisades,,R1,Single Family Residential,R1V1,Low Residential,,0,5846.7,836.0,1923.0,1.0,0100 - Residential - Single Family Residence,75522.0,0.0,75522.0,False,Not Eligible,,High,High,,Outside Flood Zone,,No [APN: 4423028030],,81.2
544,2034-012-025,180B089 322,23939 W KITTRIDGE ST,91307,CD 12 - John Lee,Canoga Park - Winnetka - Woodland Hills - West Hills,West Hills,RS-1,,RS-1,Low Residential,,0,7499.5,1570.0,1959.0,1.0,0100 - Residential - Single Family Residence,183742.0,180941.0,364683.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2034012025],,84.4
546,2405-009-020,186B181 41,7644 N GREG AVE,91352,CD 2 - Adrin Nazarian,Sun Valley - La Tuna Canyon,Sun Valley,R1,Single Family Residential,R1-1,Low Residential,,0,8660.6,1090.0,1941.0,1.0,0100 - Residential - Single Family Residence,480413.0,32829.0,513242.0,True,Not Eligible,,Low,Medium,,Outside Flood Zone,,No [APN: 2405009020],,84.4
547,2034-024-028,183B089 572,24355 W VANOWEN ST,91307,CD 12 - John Lee,Canoga Park - Winnetka - Woodland Hills - West Hills,West Hills,RS-1,,RS-1,Low Residential,,0,6883.4,1875.0,1960.0,1.0,0100 - Residential - Single Family Residence,98169.0,161050.0,259219.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2034024028],,81.2
548,4366-018-011,138B145 419,108 S GLENROY AVE,90049,CD 5 - Katy Young Yaroslavsky,Westwood,Westwood,R1,Single Family Residential,R1-1,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,9816.0,3691.0,1947.0,1.0,0100 - Residential - Single Family Residence,210970.0,372459.0,583429.0,False,Not Eligible,Yes,High,High,,Outside Flood Zone,,No [APN: 4366018011],,90.6
549,5043-003-032,123B177 757,,,CD 10 - Heather Hutt,West Adams - Baldwin Hills - Leimert,West Adams,RD1,,RD1.5-1,Low Medium II Residential,,0,612.5,1461.0,1969.0,1.0,0100 - Residential - Single Family Residence,193327.0,149985.0,343312.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 5043003032],,78.1
550,2367-010-018,162B165 67,4050 N WILKINSON AVE,91604,CD 4 - Nithya Raman,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,Studio City,R1,Single Family Residential,R1-1-RIO,Low Residential,,1,6352.2,1630.0,1946.0,1.0,0100 - Residential - Single Family Residence,843984.0,230750.0,1074734.0,True,Not Eligible,Yes,Medium,High,,Outside Flood Zone,,No [APN: 2367010018],,87.5
551,4363-018-020,135B149 601,10948 W WEYBURN AVE,90024,CD 5 - Katy Young Yaroslavsky,Westwood,North Westwood,C4,Highway Commercial,C4-2D-O,Community Commercial,WESTWOOD VILLAGE,4,10984.2,2374.0,1936.0,0.0,1100 - Commercial - Store - One Story,1549147.0,4374583.0,5923730.0,True,OC-2,Yes,High,High,Methane Buffer Zone,Outside Flood Zone,,No [APN: 4363018020],Yes,96.9
552,2216-030-019,183B153 570,7012 N CANTALOUPE AVE,91405,CD 2 - Adrin Nazarian,Van Nuys - North Sherman Oaks,Van Nuys,R1,Single Family Residential,R1-1,Low Residential,,0,6499.8,1418.0,1952.0,1.0,0101 - Residential - Single Family Residence - Pool,244081.0,146113.0,390194.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2216030019],,87.5
553,4238-010-009,108B145 1353,233 E SAN JUAN AVE,90291,CD 11 - Traci Park,Venice,Venice,C2,General Commercial,C2-1,Low Medium II Residential,VENICE COASTAL ZONE,2,2707.0,1952.0,1911.0,2.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",944233.0,132947.0,1077180.0,True,Not Eligible,Yes,High,High,Methane Zone,100 Yr - Zone AE,,Yes [APN: 4238010009],Yes,96.9
554,2130-002-025,183B117 490,7012 N CORBIN AVE,91335,CD 3 - Bob Blumenfield,Reseda - West Van Nuys,Reseda,R1,Single Family Residential,R1-1-RIO,Low Residential,,1,6606.9,2912.0,1953.0,1.0,0100 - Residential - Single Family Residence,133332.0,314500.0,447832.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2130002025],,87.5
555,5424-001-028,141A207 40,,,CD 13 - Hugo Soto-Martinez,Silver Lake - Echo Park - Elysian Valley,Echo Park,RD2,,RD2-1VL,Community Commercial,,0,1333.8,,,,100V - Commercial - Commercial - Vacant Land,735662.0,0.0,735662.0,True,Not Eligible,Yes,Medium-High,High,,Outside Flood Zone,,No [APN: 5424001028],,68.8
557,2040-034-007,171B101 188,22446 W VENTURA BLVD,91364,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Woodland Hills-Warner Center,C4,Highway Commercial,C4-1VLD,General Commercial,VENTURA / CAHUENGA BOULEVARD CORRIDOR,3,6507.3,2264.0,1947.0,1.0,1210 - Commercial - Store Combination - Store and Residential Combination - One Story,606350.0,44186.0,650536.0,False,OC-1,,Medium,Medium,,Outside Flood Zone,,Yes [APN: 2040034007],Yes,90.6
558,2512-008-025,222B157 185,13163 W FERNMONT ST,91342,CD 7 - Monica Rodriguez,Sylmar,Sylmar,RS-1,,RS-1,Low I Residential,,0,7884.7,1316.0,1960.0,1.0,0100 - Residential - Single Family Residence,19025.0,71518.0,90543.0,False,Not Eligible,Yes,Low,Low,,Outside Flood Zone,Yes,No [APN: 2512008025],,87.5
559,5458-015-007,154-5A213 65,3209 W AVE 32,90065,CD 13 - Hugo Soto-Martinez,Northeast Los Angeles,Glassell Park,RD2,,RD2-1-CDO,Low Medium II Residential,,1,2000.0,495.0,1924.0,1.0,0100 - Residential - Single Family Residence,130000.0,63968.0,193968.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,Yes,No [APN: 5458015007],,87.5
560,2542-012-013,204B177 270,10703 W COLEBROOK ST,91040,CD 7 - Monica Rodriguez,Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon,Foothill Trails District,(Q)RE20-1-K,,(Q)RE20-1-K,Very Low I Residential,SAN GABRIEL / VERDUGO MOUNTAINS SCENIC PRESERVATION,2,40103.5,5403.0,2008.0,1.0,0101 - Residential - Single Family Residence - Pool,1000000.0,592754.0,1592754.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2542012013],,84.4
561,5473-004-003,156A217 125,3000 W VALLE VISTA DR,90065,CD 1 - Eunisses Hernandez,Northeast Los Angeles,Glassell Park,RD2,,RD2-1-CDO,Low Medium II Residential,,1,1927.8,739.0,1939.0,1.0,0100 - Residential - Single Family Residence,12523.0,23600.0,36123.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 5473004003],,81.2
562,7459-008-012,012B193 376,1457 S SUNNYSIDE TER,90732,CD 15 - Tim McOsker,San Pedro,Northwest San Pedro,R1,Single Family Residential,R1-1XL,Low II Residential,,0,4740.4,3190.0,1925.0,2.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",374810.0,220419.0,595229.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,Yes [APN: 7459008012],,87.5
563,7460-029-027,012B193 1314,1158 W 22ND ST,90731,CD 15 - Tim McOsker,San Pedro,Coastal San Pedro,R2,Two Family Residential,R2-1XL,Low Medium I Residential,,0,5403.8,3504.0,1967.0,4.0,0400 - Residential - Four Units (Any Combination) - 4 Stories or Less,125586.0,388834.0,514420.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,Yes [APN: 7460029027],,87.5
564,5526-016-016,141B177 845,606 N CURSON AVE,90036,CD 5 - Katy Young Yaroslavsky,Hollywood,Mid City West,R1,Single Family Residential,R1-1-O,Low II Residential,,1,6500.0,1257.0,1925.0,1.0,0100 - Residential - Single Family Residence,430850.0,135552.0,566402.0,True,Not Eligible,Yes,Medium-High,High,Methane Zone,Outside Flood Zone,,No [APN: 5526016016],,90.6
565,2027-020-002,186B089 749,7246 N POMELO DR,91307,CD 12 - John Lee,Canoga Park - Winnetka - Woodland Hills - West Hills,West Hills,RE,Residential Estate,RE11-1-H,Very Low Residential,,0,11572.8,1339.0,1972.0,1.0,0100 - Residential - Single Family Residence,579360.0,158401.0,737761.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2027020002],,84.4
567,2039-025-017,177B097 264,6209 N KENTLAND AVE,91367,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Woodland Hills-Warner Center,RE,Residential Estate,RE11-1,Low Residential,,0,10999.6,2394.0,1963.0,1.0,0100 - Residential - Single Family Residence,236385.0,339769.0,576154.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2039025017],,87.5
568,2327-007-060,183B157 721,6915 N LONGRIDGE AVE,91605,CD 2 - Adrin Nazarian,North Hollywood - Valley Village,North Hollywood West,R1,Single Family Residential,R1-1,Low Residential,,0,12405.3,1600.0,1936.0,1.0,Not Available,619974.0,229951.0,849925.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,Yes [APN: 2327007060],,87.5
569,5462-022-026,153A219 229,3905 N BRILLIANT DR,90065,CD 1 - Eunisses Hernandez,Northeast Los Angeles,Glassell Park,R1,Single Family Residential,R1-1-HCR,Low Residential,MOUNT WASHINGTON - GLASSELL PARK,2,5611.7,1760.0,1969.0,1.0,0100 - Residential - Single Family Residence,433401.0,118488.0,551889.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 5462022026],,87.5
570,2695-007-017,207B133 628,17122 W KINGSBURY ST,91344,CD 12 - John Lee,Granada Hills - Knollwood,Granada Hills South,R1,Single Family Residential,R1-1,Low II Residential,,0,6999.5,1448.0,1952.0,1.0,0100 - Residential - Single Family Residence,211324.0,69478.0,280802.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2695007017],,84.4
571,2508-001-010,222B153 95,14260 W ASTORIA ST,91342,CD 7 - Monica Rodriguez,Sylmar,Sylmar,R1,Single Family Residential,R1-1,Low II Residential,,0,6974.5,1183.0,1957.0,1.0,0100 - Residential - Single Family Residence,130274.0,183845.0,314119.0,False,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 2508001010],,87.5
573,5223-015-003,135A233 234,1859 N HEIDLEMAN RD,90032,CD 14 - Ysabel Jurado,Northeast Los Angeles,LA32,[Q]R1-1D-HCR,,[Q]R1-1D-HCR,Low Residential,,0,5256.8,1311.0,1947.0,1.0,0100 - Residential - Single Family Residence,195658.0,64271.0,259929.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 5223015003],,84.4
574,2420-037-010,168B181 210,4549 N TALOFA AVE,91602,CD 2 - Adrin Nazarian,North Hollywood - Valley Village,Greater Toluca Lake,RE,Residential Estate,RE9-1,Low Residential,,0,6981.7,2038.0,1938.0,1.0,0100 - Residential - Single Family Residence,138869.0,259565.0,398434.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2420037010],,87.5
576,6039-007-021,093A201 111,402 W 95TH ST,90003,CD 8 - Marqueece Harris-Dawson,South Los Angeles,Empowerment Congress Southeast,R1,Single Family Residential,R1-1,Low II Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,6075.4,792.0,1923.0,1.0,0100 - Residential - Single Family Residence,178055.0,124603.0,302658.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 6039007021],,90.6
577,5486-012-026,156A231 380,521 N NEVA PL,90042,CD 14 - Ysabel Jurado,Northeast Los Angeles,Historic Highland Park,R1,Single Family Residential,R1-1-HCR,Low Residential,,0,4594.5,1289.0,1924.0,1.0,0100 - Residential - Single Family Residence,166706.0,66237.0,232943.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 5486012026],,87.5
579,5001-014-024,108B197 1302,829 W 58TH ST,90037,CD 9 - Curren D. Price Jr.,South Los Angeles,Voices,R2,Two Family Residential,R2-1-CPIO,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,3,4530.5,1008.0,1909.0,1.0,0100 - Residential - Single Family Residence,111315.0,30427.0,141742.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 5001014024],Yes,93.8
580,2126-007-033,183B125 186,18524 W SHERMAN WAY,91335,CD 3 - Bob Blumenfield,Reseda - West Van Nuys,Reseda,[Q]C2-2D-CDO-RIO,,[Q]C2-2D-CDO-RIO,Community Commercial,,2,3499.8,3000.0,0.0,0.0,1100 - Commercial - Store - One Story,113892.0,169855.0,283747.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2126007033],,84.4
583,2408-017-014,192B173 301,8430 N BRADLEY AVE,91352,CD 6 - Imelda Padilla,Sun Valley - La Tuna Canyon,Sun Valley,R1,Single Family Residential,R1-1-CUGU,Low Residential,,0,6284.1,845.0,1953.0,1.0,0101 - Residential - Single Family Residence - Pool,163209.0,97663.0,260872.0,True,Not Eligible,,Low,Medium,,Outside Flood Zone,,No [APN: 2408017014],,84.4
584,5511-042-009,135B173 50,6537 W COLGATE AVE,90048,CD 5 - Katy Young Yaroslavsky,Wilshire,Mid City West,R1,Single Family Residential,R1-1-O-RFA,Low II Residential,,1,6247.3,1857.0,1928.0,1.0,0100 - Residential - Single Family Residence,845296.0,251052.0,1096348.0,True,Not Eligible,Yes,Medium-High,High,Methane Zone,Outside Flood Zone,,No [APN: 5511042009],,90.6
587,5026-017-009,114B181 616,4320 W DON FELIPE DR,90008,CD 8 - Marqueece Harris-Dawson,West Adams - Baldwin Hills - Leimert,Empowerment Congress West,R1,Single Family Residential,R1-1,Low II Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,12149.0,2340.0,1955.0,1.0,0101 - Residential - Single Family Residence - Pool,36064.0,113713.0,149777.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 5026017009],,90.6
